Word,Corrected,Connected,Additional,Removal,Subs,Undefined,??????
inlinable,In lin able,2,,,,,
inlinecallhelper,In line call helper,4,,,,,
inlined,In line,1,,1(inlined),,,
inlineend,In line end,3,,,,,
inlineimages,In line images,2,,,,,
inlineselfconstructors,In line self constructors,3,,,,,
inlinestyles,In line styles,2,,,,,
inlinesubroutines,In line subroutines,2,,,,,
inlude,In lude,1,,,,,
inluding,In luding,1,,,,,
inmem,In mem,1,,,,,
inmode,In mode,1,,,,,
inmotionhosting,In motion hosting,2,,,,,
inmutable,In mutable,1,,,,,
innerclass,Inner class,1,,,,,
innerhtm,Inner htm,1,,,,,
innerinterface,Inner interface,1,,,,,
innerlength,Inner length,1,,,,,
innerlinweidth,Inner in width,1,1(innerlinweidth),,,,
innermostnestedguardp,Inner most nested guard,3,1(guardp),,,,
innerrecognizer,Inner recognizer,1,,,,,
innerrun,Inner run,1,,,,,
innerset,Inner set,1,,,,,
innersetexception,Inner set exception,2,,,,,
innersync,Inner sync,1,,,,,
innertest,Inner test,1,,,,,
innerthint,Innert hint,1,,,,,
innoculator,In noculator,1,,,,,
innoculous,In noculous,1,,,,,
innonscriptingcontainer,In non scripting container,3,,,,,
innoopract,In no opract,2,,,,,
innvocationtargetexception,Inn vocation target exception,3,,,,,
inodenotifier,In identifier,1,2(inodenotifier),1(inodenotifier),,,
inofficial,In official,1,,,,,
inoperational,In operational,1,,,,,
inoutputparameterforcallablestatement,In outpu tparameter for callable statement,5,,,,,
inoutvalue,In out value,2,,,,,
inovaci,In ova ci,2,,,,,
inovking,In ov king,2,,,,,
inparameterforcallablestatement,In parameter for callable statement,4,,,,,
inplace,In place,1,,,,,
inpreferredconfig,In prefer redconfig,2,,,,,
inprivatebrowsing,In private browsing,2,,,,,
inprops,In props,1,,,,,
inpurgeable,In purge able,2,,,,,
inputattributes,Input attributes,1,,,,,
inputcontextmanager,Input context manager,2,,,,,
inputctx,Input ctx,1,,,,,
inputdialogwithtoggle,Input dialog with toggle,3,,,,,
inputdispatcher,Input dispatcher,1,,,,,
inputeventconsistencyverifier,Input event consistency verifier,3,,,,,
inputfield,Input field,1,,,,,
inputfieldselectionend,Input field selection end,3,,,,,
inputfieldselectionstart,Input field selection start,3,,,,,
inputhistory,Input history,1,,,,,
inputmethod,Input method,1,,,,,
inputmethodmanagerservice,Input method manager service,3,,,,,
inputmethodspanel,Input method spanel,2,,,,,
inputmpsecond,Input mp second,2,,,,,
inputname,Input name,1,,,,,
inputoptions,Input options,1,,,,,
inputqueuecreated,Input queue created,2,,,,,
inputstreamhandler,Input stream handler,2,,,,,
inputstreamisbuffered,Input stream is buffered,3,,,,,
inputstreamtransformer,Input stream transformer,2,,,,,
inputtarget,Input target,1,,,,,
inputvariable,Input variable,1,,,,,
inputwizardpage,Input wizard page,2,,,,,
inquireing,In quireing,1,,,,,
inreg,In reg,1,,,,,
inresouce,In resource,1,,1(resouce),,,
insalled,In salle,1,1(insallow),,,,
insalloc,In sallow,1,1(insalloc),1(insalloc),,,
insate,In sate,1,,,,,
insbranch,Ins branch,1,,,,,
inscrutions,In scrutions,1,,,,,
insecurekeyboardinputmode,In secure keyboard input mode,4,,,,,
insertannotation,Insert annotation,1,,,,,
insertapplet,Insert app let,2,,,,,
insertassetversion,Insert asset version,2,,,,,
insertatslot,Insert at slot,2,,,,,
insertattributes,Insert attributes,1,,,,,
insertaxis,Insert axis,1,,,,,
insertaxistitle,Insert axis title,2,,,,,
insertbr,Insert br,1,,,,,
insertcameraphoto,Insert camera photo,2,,,,,
insertchild,Insert child,1,,,,,
insertcolumnstorecordtable,Insert column store cord table,4,,,,,
insertcommand,Insert command,1,,,,,
insertdatalabel,Insert data label,2,,,,,
insertdictionaryproperty,Insert dictionary property,2,,,,,
insertdocument,Insert document,1,,,,,
insertdocumentfromurl,Insert document from url,3,,,,,
insertelementsat,Insert elementsat,1,,,,,
insertembeddedobject,Insert embedded object,2,,,,,
insertextensionxcsfile,Insert extensions file,2,2(insertextensionxcsfile),,,,
insertfootnotedialog,Insert footnote dialog,2,,,,,
insertformvalue,Insert form value,2,,,,,
insertglossary,Insert glossary,1,,,,,
inserthtml,Insert html,1,,,,,
insertintodictionary,Insert into dictionary,2,,,,,
insertionpoints,Insertion points,1,,,,,
insertlegend,Insert legend,1,,,,,
insertmajorgrid,Insert major grid,2,,,,,
insertmenugrids,Insert menu grids,2,,,,,
insertmenumeanvalues,Insert menu mean values,3,,,,,
insertmenutitles,Insert menu titles,2,,,,,
insertmenuyerrorbars,Insert menu error bars,3,1(menuy),,,,
insertminorgrid,Insert minor grid,2,,,,,
insertmsghdrat,Insert msghdr at,2,,,,,
insertnewbyindex,Insert new by index,3,,,,,
insertobjectquery,Insert object query,2,,,,,
insertoption,Insert option,1,,,,,
insertorappend,Insert orappend,1,,,,,
insertpicture,Insert picture,1,,,,,
insertremoveaxes,Insert remove axes,2,,,,,
insertreturnonly,Insert return only,1,,,,,
insertsignatureproductdims,Insert signature product dims,3,,,,,
insertslotsat,Insert slot sat,2,,,,,
insertstatusupdate,Insert status update,2,,,,,
inserttextcontentbefore,Insert text content before,3,,,,,
inserttextintotextnodeimpl,Insert text into text node impl,5,,,,,
inserttexttxn,Insert text ,1,3(textxn),,,,
inserttitles,Insert titles ,1,,,,,
inserttrendlines,Insert trend lines,2,,,,,
insertvisiteduri,Insert visiteduri,1,,,,,
insertwithonconflict,Insert with on conflict,3,,,,,
insidergroup,Insider group,1,,,,,
insnssize,In sns size,2,,,,,
insome,In some,1,,,,,
inspectextension,Inspect extension,1,,,,,
inspectinnewwindow,Inspect in new window,3,,,,,
instacrash,Insta crash,1,,,,,
instaid,In staid,1,,,,,
instaladas,Install a das,2,,1(Instal),,,
instalationof,Installation of,1,,1(Instalation),,,
installablecheckresults,Install able check results,3,,,,,
installableunits,Install able units,2,,,,,
installaddonsfromwebpage,Install addons from webpage,3,,,,,
installandrun,Install and run,2,,,,,
installappprogress,Install appprogress,1,,,,,
installationartifactstype,Installation artifacts type,2,,,,,
installationmedia,Installation media,1,,,,,
installationongoing,Installation on going,2,,,,,
installationongoingctrl,Installation on going ctrl,3,,,,,
installationscript,Installation script,1,,,,,
installbendpointeditpolicy,Install bend point edit policy,4,,,,,
installblocklocals,Install block locals,2,,,,,
installbreakpoint,Install break point,2,,,,,
installbundles,Install bundles,1,,,,,
installchrome,Install chrome,1,,,,,
installdb,Install db,1,,,,,
installdevice,Install device,1,,,,,
installdialog,Install dialog,1,,,,,
installdirectory,Install directory,1,,,,,
installedchannels,Installed channels,1,,,,,
installeditpoliciesfromsuper,Installed it policies from super,4,,,,,
installedplugins,Installed plugins,1,,,,,
installedsdks,Installed sdks,1,,,,,
installerimpl,Installer impl,1,,,,,
installertask,Installer task,1,,,,,
installeventhandler,Install event handler,2,,,,,
installfeature,Install feature,1,,,,,
installfield,Install field,1,,,,,
installfile,Install file,1,,,,,
installfolder,Install folder,1,,,,,
installfromuri,Install from uri,2,,,,,
installfunction,Install function,1,,,,,
installhandlers,Install handlers,1,,,,,
installingcentosdomu,Installing centos dom,2,1(domu),,,,
installmember,Install member,1,,,,,
installnewsoftwarehandler,Install new software handler,3,,,,,
installpackage,Install package,1,,,,,
installpackageli,Install package,1,2(packageli),,,,
installpolicies,Install policies,1,,,,,
installprimarydrageditpolicy,Install primary dragged it policy,4,,,,,
installpropertiespage,Install properties page,2,,,,,
installreceiverservice,Install receiver service,2,,,,,
installrecursive,Install recursive,1,,,,,
installsemanticeditpolicy,Install semantic edit policy,3,,,,,
installview,Install view,1,,,,,
instanceclass,Instance class,1,,,,,
instanceconatraintids,Instance constraint ids,2,1(conatraint),1(conatraint),,,
instanceconstraintid,Instance constraint id,2,,,,,
instancename,Instance name,4,,,,,
instanceofwithknowntypes,Instance of with known types,1,,,,,
instanceprocess,Instance process,1,,,,,
instanceresponse,Instance response,1,,,,,
instancespecifications,Instance specifications,1,,,,,
instancestate,Instance state,1,,,,,
instancevalue,Instance value,1,,,,,
instancieidconstraints,Instance id constraints,2,1(Instancie),,,,
instantaction,Instant action,1,,,,,
instantiateclass,Instantiate class,1,,,,,
instantiatefullpageplugin,Instantiate full page plugin,3,,,,,
instantiateitem,Instantiate item,1,,,,,
instantiateobject,Instantiate object,1,,,,,
instantiatetypes,Instantiate types,1,,,,,
instantmessage,Instant message,1,,,,,
instantssl,Instant ssl,1,,,,,
instanttaskingtaskeditorpagefactory,Instant tasking task editor page factory,5,,,,,
instapaper,Insta paper,1,,,,,
instatement,In statement,1,,,,,
instgen,Inst gen,1,,,,,
instlist,Inst list,1,,,,,
instmsia,Inst sia,1,1(msia),,,,
instmsiw,Inst msi,1,1(msiw),,,,
instructionalemail,Instructional email,1,,,,,
instructionclv,Instruction clv,1,,,,,
instructionparsertest,Instruction parser test,2,,,,,
instrumentactivity,Instrument activity,1,,,,,
instrumentatio,Instrument at io,2,,,,,
instrumentationimpl,Instrumentation impl,1,,,,,
instrumentationrunner,Instrumentation runner,1,,,,,
instrumentationthread,Instrumentation thread,1,,,,,
instrumentdomain,Instrument domain,1,,,,,
instrumentedactivity,Instrumented activity,1,,,,,
instrumenterfactory,Instrumenter factory,1,,,,,
instsetoo,Inst set,1,2(setoo),,,,
instsets,Inst sets,1,,,,,
intag,In tag,1,1(inv),,,,
intargetdensity,In target density,2,,,,,
intargs,Int args,1,,,,,
intarray,Int array,1,,,,,
intbl,Int bl,1,,,,,
intbuffer,Int buffer,1,,,,,
intclass,Int class,1,,,,,
inteferes,Int referes,1,,1(eferes),,,
integerarray,Integer array,1,,,,,
integercache,Integer cache,1,,,,,
integerparametertype,Integer parameter type,2,,,,,
integertype,Integer type,1,,,,,
integraci,Integr aci,1,,,,,
integrados,Integr ados,1,,,,,
integritychecker,Integrity checker,1,,,,,
integrityexception,Integrity exception,1,,,,,
intellectualcramps,Intellectual cramps,2,,,,,
intellectualheaven,Intel ectual heaven,2,,,,,
intellicast,Intelli cast,1,,,,,
intellisense,Intelli sense,1,,,,,
intendedstatus,Intended status,1,,,,,
intentapiactivity,Intent api activity,2,,,,,
intenthandler,Intent handler,1,,,,,
intenthandlers,Intent handlers,1,,,,,
intentreceiver,Intent receiver,1,,,,,
intentrelayreceiver,Intent relay receiver,2,,,,,
intentservice,Intent service,1,,,,,
interactioncompartmenteditpart,Inter action compartment edit part,4,,,,,
interactioncontext,Inter action context,2,,,,,
interactioncontextmanager,Inter action context manager,3,,,,,
interactioneventlogger,Inter action event logger,3,,,,,
interactionhandlerrequest,Inter action handler request,3,,,,,
interactiveaugmentedioexception,Inter active augment edit exception,4,,,,,
interactiveinterpreter,Inter active inter preter,3,,,,,
interapplication,Inter application,2,,,,,
interceptorservicembeansupport,Intercep to reservice m bean support,4,,,,,
interceptupdate,Intercept update,2,,,,,
interchangable,Inter changable,1,,,,,
interduced,Inter duced,1,,,,,
interessing,Interes sing,1,,,,,
interfaceaddresses,Interface addresses,1,,,,,
interfacebeanhandler,Interface bean handler,2,,,,,
interfacecontainerpolicy,Interfac econtainer policy,2,,,,,
interfaceidlclassimpl,Interfaceidl class impl,2,,,,,
interfacerequestorproxy,Interface requestor proxy,2,,,,,
interfacestest,Interfaces test,1,,,,,
interfacesvgtests,Interface svg tests,2,,,,,
interfacetypedescription,Interface type description,2,,,,,
interfact,Inter fact,1,,,,,
interfieldget,Inter filed get,2,,,,,
interfieldinit,Inter field init,2,,,,,
interflora,Inter flora,1,,,,,
intergration,Inter gration,1,,,,,
intergreen,Inter green,1,,,,,
interjvmvalidationaspect,Inter jvm validation aspect,3,,,,,
interlockeddecrementtotal,Inter locked decrement total,3,,,,,
interlockedincrement,Inter locked in crement,3,,,,,
intermediateresponse,Intermediate response,1,,,,,
interms,In terms,1,,,,,
internacional,Intern acional,1,,,,,
internalaccept,Internal accept,1,,,,,
internalactivatecontext,Internal activate context,2,,,,,
internaladdchild,Internal add child,2,,,,,
internaladdframehelper,Internal add frame helper,3,,,,,
internalarchive,Internal archive,1,,,,,
internalbasevallistwillchangeto,Internal baseval list will change to,5,,,,,
internalbootstrap,Internal bootstrap,1,,,,,
internalbringtotop,Internal bring to top,3,,,,,
internalbrowser,Internal browser,1,,,,,
internalcall,Internal call,1,,,,,
internalcallsite,Internal call site,2,,,,,
internalcommit,Internal commit,1,,,,,
internalcreateconnection,Internal create connection,2,,,,,
internalcreateview,Internal create view,2,,,,,
internaldestroydisplayitemdata,Internal destroy display item data,4,,,,,
internaldevicecontrol,Internal device control,2,,,,,
internaldirectdrawcreate,Internal direct draw create,3,,,,,
internalerrordialog,Internal error dialog,2,,,,,
internalfetchcontents,Internal fetch contents,2,,,,,
internalfindactualeobject,Internal find actuale object,3,,,,,
internalframeclosing,Internal frame closing,2,,,,,
internalgenerateproblems,Internal generate problems,2,,,,,
internalgetexistingattrnamefromqname,Internal get existing name from name,5,"Attr, qname",,,,
internalgethoverinfo,Internal get hoverinfo,2,,,,,
internalgetparent,Internal get parent,2,,,,,
internalgetstyledtext,Internal get styled text,3,,,,,
internalgetwidgettoselect,Internal get widget to select,4,,,,,
internalgraphics,Internal graphics,1,,,,,
internaljob,Internal job,1,,,,,
internalloadnondocumentsheet,Internal load nondocument sheet,3,,,,,
internalmatches,Internal matches,1,,,,,
internalmergeresources,Internal merger sources,2,,,,,
internalname,Internal name,1,,,,,
internalnative,Internal native,1,,,,,
internalonly,Internal only,1,,,,,
internalopen,Internal open,1,,,,,
internaloutputb,Internal output,1,1(output),,,,
internaloutputbuffer,Internal output buffer,2,,,,,
internalparsetus,Internal part us,2,2(parset),,,,
internalperformfinis,Internal perform finish,2,,1(finis),,,
internalpolicy,Internal policy,1,,,,,
internalprofilemanager,Internal profile manager,2,,,,,
internalreconcile,Internal reconcile,1,,,,,
internalrefreshall,Internal refreshall,1,,,,,
internalrefreshstruct,Internal refresh struct,2,,,,,
internalresolve,Internal resolve,1,,,,,
internalresolvestate,Internal resolve state,2,,,,,
internalresolvetype,Internal resolve type,2,,,,,
internalresourcesaveablecomparison,Internal resource save able comparison,4,,,,,
internalrewriteast,Internal rewriteast,1,,,,,
internalrunshell,Internal run shell,2,,,,,
internalsearch,Internal search,1,,,,,
internalsearchjob,Internal search job,2,,,,,
internalservice,Internal service,1,,,,,
internalsetdocument,Internal set document,2,,,,,
internalsetinput,Internal set input,1,,,,,
internalsetpartname,Internal set part name,3,,,,,
internalsetproperty,Internal set property,2,,,,,
internalshowinformationcontrol,Internal show information control,3,,,,,
internalswitchsubsystemconfiguration,Internal switch subsystem configuration,3,,,,,
internaltestweaving,Internal test weaving,2,,,,,
internalthumbnails,Internal thumbnails,1,,,,,
internaltype,Internal type,1,,,,,
internalunregister,Internal unregister,1,,,,,
internalupdate,Internal update,1,,,,,
internalurl,Internal url,1,,,,,
internalvirtualrefreshall,Internal virtual refresh all,3,,,,,
internalwriteminidump,Internal write minidump,2,,,,,
internalxsdmultipageeditor,Internal xsd multi page editor,4,,,,,
internetbanking,Internet banking,1,,,,,
internetconnection,Internet connection,1,,,,,
internetexplorer,Internet explorer,1,,,,,
internethealth,Internet health,1,,,,,
internetthrough,Internet through,1,,,,,
internsubject,Intern subject,1,,,,,
interpboxed,Interp boxed,1,,,,,
interpretedfunction,Interpreted function,1,,,,,
interpretedscript,Interpreted script,1,,,,,
interpretedtransformation,Interpretedtrans formation,1,,,,,
interpretscanresultsavailable,Interpret scan results available,3,,,,,
interpritation,Inter pritation,1,,,,,
interrompu,Inter rom ,1,2(rompu),,,,
interruptcounter,Interrupt counter,1,,,,,
interruptiblechannel,Interruptible channel,1,,,,,
interspar,Inter spar,1,,,,,
intertyper,Inter typer,1,,,,,
intervalid,Inter valid,1,,,,,
interwebz,Inter webz,1,1(webz),,,,
intext,In text,1,,,,,
intheravine,In the ravine,2,,,,,
intitle,In title,1,,,,,
intlapp,Intl app,1,,,,,
intlen,Int len,1,,,,,
intliteral,Int literal,1,,,,,
intohl,In to hl,2,,,,,
intorno,Int or no,2,,,,,
intptr,Int ptr,1,,,,,
intranets,Int ranets,1,,,,,
intrepretive,Int repretive,1,,,,,
intressten,Int ressten,1,,,,,
intrinsicstate,Int rinsic state,2,,,,,
intrinsicwidthtype,Int rinsic width type,3,,,,,
introcontent,Intro content,1,,,,,
intropage,Intro page,1,,,,,
introplugin,Intro plugin,1,,,,,
introscopeservices,Intro scope services,2,,,,,
introurl,Intro url,1,,,,,
intrumentation,Intru mentation,1,,,,,
intstream,Int stream,1,,,,,
intstringtable,Int string table,2,,,,,
inturn,In turn,1,,,,,
inumoutstandingoutputbuffers,Inumout standing output buffers,3,,,,,
inuri,In uri,1,,,,,
inurl,In url,1,,,,,
invaid,In vaid,1,,,,,
invalidadliteralexp,Invalid adliterale xp,2,,1(adliterale),,,
invalidargument,Invalid argument,1,,,,,
invalidateall,Invalidate all,1,,,,,
invalidatechildren,Invalidate children,1,,,,,
invalidatecontainer,Invalidate container,1,,,,,
invalidatefilterreferences,Invalidate filter references,2,,,,,
